Categories,Title,Snippet
Politics, UK coronavirus: Downing Street unable to back up PM's test-and-trace claim — as it happened,"We’re wrapping up this liveblog for today, so I’ll end with this summary. Have a good evening and thanks for reading. Boris Johnson for the first time …"
Politics, Labour set to apologise to antisemitism whistleblowers,Labour is poised to make a formal apology to antisemitism whistleblowers as part of a settlement designed to draw a line under allegations made during …
Politics, MP who beat Chris Grayling to intelligence chair role loses Tory whip,"Boris Johnson was humiliated on Wednesday after Chris Grayling, his pick to lead parliament’s powerful intelligence and security committee, was unexpe …"
Sport, Joe Root is back and England need his runs to fight back against West Indies,Not to worry. Joe’s back. It is not that England were rudderless at the Ageas Bowl and missing Root’s dynamic leadership. But they were missing his ru …
Politics," No-deal Brexit would hit 'red wall' areas hard, manufacturers warn",Britain’s manufacturers have warned Boris Johnson that former “red wall” seats won by the Tories in last year’s election would be at most risk of seve …
Music, 'The nearest to God we get': stars pick the Beethoven work they cherish,"‘Breathtaking and indispensible’ Alan Hollinghurst, author Beethoven is a master of compaction and urgency, and more than any other composer he writes …"
Sport," Jack Charlton's life and times, club cricket and Hungaroring history","1) Football is mourning Jack Charlton, who died last week aged 85. There’s much to savour from a life, and football career, well lived. Starting with …"
Sport, Talking Horses: Aidan O'Brien decries 'stone age' riding tactics,Aidan O’Brien has spoken out against “stone age” race-riding tactics and called for a culture change in the way stewards enforce the rules on interfer …
Music, Protomartyr: Ultimate Success Today review – predictive texts for a world in chaos,"Summary: Detroit quartet Protomartyr recorded their fifth album last year. Not, at first sight, the most fascinating piece of information about Ultimate Succes …"
Music, Notting Hill Carnival 2020: details announced for online version,"Summary: Details have been announced for 2020’s Notting Hill Carnival, which will take place online amid the coronavirus pandemic. The event usually attracts m …"
Music," Eighth Blackbird: Singing in the Dead of Night review – irresistible, propulsive variations","Summary: It’s more than 30 years now since composers, Julia Wolfe, Michael Gordon and David Lang founded the new-music collective Bang on a Can, which through …"
Sport, Dak Prescott and Cowboys fail to reach terms as Garrett inks record $125m deal,Dak Prescott will play whatever becomes of the 2020 season under the one-year franchise tag after the Dallas Cowboys and their star quarterback couldn …
Music, Manchester music venues Gorilla and the Deaf Institute to permanently close,Summary: Four celebrated music venues in Manchester and Hull are to close due to financial difficulties brought about by the coronavirus pandemic. In Mancheste …
Music, Judy Dyble obituary,"Judy Dyble, who has died aged 71, was the first female singer with the English folk-rock pioneers Fairport Convention. She was already singing in nort …"
Politics, Dominic Raab belatedly acknowledges Russian threat – but why now?,Dominic Raab has confirmed what everybody already knew: Vladimir Putin’s spies are busy trying to interfere in British democracy. On Thursday the fore …
Politics, UK coronavirus: Leicester's mayor 'angry and frustrated' as city kept in partial lockdown — as it happened,Here’s a roundup of today’s key UK coronavirus developments: Some local lockdown measures in Leicester have been lifted by the health secretary. Matt …
Sport," Black power salute was moment 'I will never forget', says Lewis Hamilton",Lewis Hamilton has said that making the black power salute at last week’s Styrian Grand Prix felt as if it was a pivotal moment for him and one he wou …
Sport," England v West Indies: second Test, day one – as it happened","82nd over: England 207-3 (Sibley 86, Stokes 59) The sun finally comes out at 7.29pm, as Holder beats Stokes’ outside edge with the final ball of the d …"
Sport, Jofra Archer faces sanction for England biosecurity breach that risked 'disaster',"Jofra Archer faces an England disciplinary process after the unapproved visit to his home in Hove that breached the team’s biosecurity rules and, acco …"
Sport, Jones open to England TV documentary series that could boost RFU finances,Eddie Jones is willing to risk exposing England’s secrets in a documentary after the coach gave his blessing for a potential TV series that could lead …
Music, The Chicks: Gaslighter review – former Dixies dish on divorce,"The band formerly known as the Dixie Chicks are getting with the programme. Last month, after 30 years in the business, the Texas trio decided to drop …"
Music, Shirley Collins: Heart's Ease review – the voice of a benevolent God,"Heart’s Ease is a wild flower that self-seeds and grows tall alone. The cadences of the phrase also suit Shirley Collins in the present, and there is …"
Music," Eddie Gale, jazz trumpeter and Blue Note star, dies aged 78","Eddie Gale, the free jazz trumpeter with two celebrated albums on the Blue Note label, has died aged 78. His wife confirmed to the New York Times that …"
Music," Tracks of the week reviewed: Evil, Shirley Collins, Sufjan Stevens","Evil A Child Shamed Melding Appalachian roots with wispy cloud rap and crunchy studio glitches, Evil comes over not just as a banjo-twanging pal of Am …"
Sport," Chess: Hou Yifan, No 1 woman and professor at 26, loses in online return","China’s Hou Yifan, the all-time No 2 women’s player and currently ranked No 1, last week became a Professor at Shenzhen university, aged 26 and the yo …"
Music," Andrea Corr: ‘There was a suggestion of yodelling, but not full yodelling!’","In 2000, the Corrs were unstoppable. The Irish siblings welcomed the millennium performing at the UK’s flagship Dome itself and finally converted thei …"
